title,registration_number,registration_date,language,periodicity,publisher,owner,publication_state,publication_district
AMRUTHA PARVA,KARKAN/2019/78088,2019-10-30,Kannada,Monthly,GOVINDARAJU A.V.,GOVINDARAJU.A.V.,Karnataka,Bengaluru
AMRUTHA PRAKASHA,KARKAN/2014/57712,2014-10-13,Kannada,Monthly,MALATHI SHETTY MANOOR,MALATHI SHETTY MANOOR,Karnataka,Dakshina Kannada
AMRUTHA VAAHINI,KARKAN/2007/21108,2013-01-18,Kannada,Monthly,B.C. SATISH,B.C. SATISH,Karnataka,Bengaluru
AMRUTHA VAKKU,APTEL/2014/56508,2014-08-13,Telugu,Monthly,PRAGADA RAJU,PRAGADA RAJU,Andhra Pradesh,Visakhapatnam
AMRUTHAVANI,69625,1998-12-31,Kannada,Daily,GANGAHANUMAIAH,GANGAHANUMAIAH,Karnataka,Tumkur
AMU JOURNAL OF LANGUAGE AND MEDIA DISCOURSE,UPENG/2019/77935,2019-08-30,English,Half Yearly,MOHAMMAD JAHANGEER WARSI,"DEPARTMENT OF LINGUISTICS, ALIGARH MUSLIM UNIVERSITY,ALIGARH",Uttar Pradesh,Aligarh
AMUCHA GAV,39865,1983-01-25,Marathi,Weekly,NAVAL ANANDA PATIL,NAVAL ANANDA PATIL,Maharashtra,Dhule
AMUDAM,TNTAM/2004/12794,2004-06-21,Tamil,Monthly,G.ALDRIN BRITTO,G.ALDRIN BRITTO,Tamil Nadu,Kanniyakumari
AMUDASURABI,1471,1957-03-04,Tamil,Monthly,P. S. SWAMINATHAN,P. S. SWAMINATHAN AND S. VEMBU,Tamil Nadu,Chennai
AMULY SEVAK,GUJMUL/2020/79379,2021-02-15,"English, Gujarati, Hindi",Monthly,ARUNBHAI MANSUKHLAL PARMAR,ARUNBHAI MANSUKHLAL PARMAR,Gujarat,Surat
AMULY URJA,MPHIN/2021/85259,2023-08-04,Hindi,Quarterly,SHAISTA ALI,SHAISTA ALI,Madhya Pradesh,Bhopal
AMULYA BHARAT,UPHIN/2024/91060,2025-07-16,Hindi,Monthly,ASHUTOSH MISHRA,ASHUTOSH MISHRA,Uttar Pradesh,Lucknow
AMULYA BHARAT,UPHIN/2023/89576,2024-10-14,HINDI,Daily,ASHUTOSH MISHRA,ASHUTOSH MISHRA,Uttar Pradesh,Lucknow
AMULYA GUJARAT,GUJGUJ/2015/65771,2016-01-22,Gujarati,Weekly,MAHESHBHAI KIKUBHAI PATEL,MAHESHBHAI KIKUBHAI PATEL,Gujarat,Surat
AMULYA KHABR SANGRAH,MPHIN/2021/80060,2021-08-24,Hindi,Weekly,RAHUL GAUTAM,RAHUL GAUTAM,Madhya Pradesh,Gwalior
AMULYA TODAY,MPHIN/2015/71106,2017-04-11,Hindi,Weekly,SHARMILA,SHARMILA,Madhya Pradesh,Bhopal
AMULYA TODAY,MPHIN/2019/80063,2021-08-24,Hindi,Monthly,SHARMILA,SHARMILA,Madhya Pradesh,Bhopal
AMULYA VANI,KARBIL/2022/82442,2022-10-21,"English, Kannada",Daily,JAMES,JAMES,Karnataka,Bengaluru
AMULYA VICHAR,APTEL/2022/81542,2022-06-03,Telugu,Monthly,K SUDHA,K SUDHA,Andhra Pradesh,Kurnool
AMULYA VICHAR,MAHMAR/2015/62816,2015-06-22,Marathi,Weekly,ROSHAN MAHADEO WAKDE,ROSHAN MAHADEO WAKDE,Maharashtra,Chandrapur
AMULYA VISHWA,GJGUJ/25/A0362,2025-05-22,Gujarati,Weekly,PATEL VISHWA MAHESHBHAI,PATEL VISHWA MAHESHBHAI,Gujarat,Surat
AMUTHAM REPORTER,TNTAM/2015/66513,2016-03-26,Tamil,Monthly,M. RAMESH,M. RAMESH,Tamil Nadu,Kancheepuram
AN ASIAN JOURNAL OF SOIL SCIENCE,UPENG/2006/17699,2006-11-27,English,Half Yearly,RAKESH KUMAR SINGH,RAKESH KUMAR SINGH,Uttar Pradesh,Muzaffarnagar
AN INDIAN REPORT,APTEL/2010/35061,2011-01-04,Telugu,Monthly,PUVVALA SARATCHANDRA BABU,PUVVALA SARATHCHANDRA BABU,Andhra Pradesh,Sri Potti Sriramulu Nellore
AN INTERNATIONAL JOURNAL CLINICAL RHINOLOGY (JBMP),DELENG/2018/75984,2018-09-10,English,Four Monthly,JITENDAR PAL VIJ,M/S JAYPEE BROTHERS MEDICAL PUBLISHERS PVT. LTD.,Delhi,New Delhi
AN INTERNATIONAL JOURNAL OF OTORHINOLARYNGOLOGY CLINICS JBMP,DELENG/2017/74595,2018-02-09,English,Four Monthly,JITENDAR PAL VIJ,JAYPEE BROTHERS MEDICAL PUBLISHERS PVT. LTD.,Delhi,New Delhi
ANAABIL SHISHU KISHORE PATRIKA,WBBEN/26/A1782,2026-03-20,Bengali,Four Monthly,Durba Ganguly,Durba Ganguly,West Bengal,Kolkata
ANAADI MIRROR,CHHHIN/2023/87455,2024-06-10,Hindi,Daily,BIMLENDRA TIWARI,BIMLENDRA TIWARI,Chhattisgarh,Raipur
ANAAM AALEKH SEWA,MPHIN/2010/33304,2010-08-16,Hindi,Monthly,CHANDRAHAS SHUKLA,CHANDRAHAS SHUKLA,Madhya Pradesh,Bhopal
ANABIA HIND,MPHIN/26/A5719,2026-07-07,HINDI,Quarterly,yasir beg,yasir beg,Madhya Pradesh,Bhopal
ANABIA HIND,MPHIN/2023/90082,2024-11-12,HINDI,Monthly,YASIR BEG,YASIR BEG,Madhya Pradesh,Bhopal
ANABJA KI DASTA,MPHIN/2016/66110,2016-02-10,Hindi,Monthly,AAMIR ULLA,AAMIR ULLA,Madhya Pradesh,Bhopal
ANAD MAHASAGAR,MAHMAR/2021/80208,2021-09-15,Marathi,Weekly,NOORJAHA HUSSAIN QURESHI,NOORJAHA HUSSAIN QURESHI,Maharashtra,Palghar
ANADHI BHARAT,UPHIN/2023/84377,2023-05-19,Hindi,Daily,NEELAM SHUKLA,NEELAM SHUKLA,Uttar Pradesh,Fatehpur
ANADI SANATAN,MPHIN/26/A3864,2026-05-18,Hindi,Weekly,Suresh Jaiswal,Suresh Jaiswal,Madhya Pradesh,Dewas
ANAGHA,MPHIN/2017/72590,2017-07-28,Hindi,Monthly,JEETENDRA,JEETENDRA,Madhya Pradesh,Bhopal
ANAHAT,MAHMAR/2015/65830,2016-02-01,Marathi,Monthly,KHALE SANDEEP VASANT,KHALE SANDEEP VASANT,Maharashtra,Pune
ANAHUTI,ODIODI/2005/16678,2006-05-30,Oriya,Monthly,MAMATA LENKA,MAMATA LENKA,Odisha,Sundargarh
ANAIKKUM KARANKAL,TNTAM/26/A4429,2026-06-01,Tamil,Monthly,S.T. Noah,S.T. Noah,Tamil Nadu,Madurai
ANAITHU KOSTTURAVOO OOZHIYAR,70495,1999-04-16,Tamil,Monthly,F ANTHONY MUTHU XAVIER,KANYAKUMARI DIST ALL CO-OPERATIVE INSTITUTIONS EMPLOYEES UNION,Tamil Nadu,Kanniyakumari
ANAIYA VENMANI,TNTAM/2011/40520,2012-01-27,Tamil,Quarterly,K. NAGARAJAN,K. NAGARAJAN,Tamil Nadu,Chennai
ANAKAPALLI TODAY,APTEL/2023/87600,2024-06-20,TELUGU,Daily,NAMMI SRINU,NAMMI SRINU,Andhra Pradesh,Visakhapatnam
ANAKH PUNJAB DI,PUNPUN/2001/04344,2001-07-15,Punjabi,Weekly,KULJIT SINGH,KULJIT SINGH,Punjab,Hoshiarpur
ANAKRANTA,MPHIN/25/A4557,2025-12-02,Hindi,Fortnightly,Rukhsar,Rukhsar,Madhya Pradesh,Bhopal
ANAKRANTA,MPHIN/2021/79914,2021-07-05,Hindi,Monthly,RUKHSAR,RUKHSAR,Madhya Pradesh,Bhopal
ANALYSIS SOORYANETRA,APTEL/2006/17229,2013-02-14,Telugu,Quarterly,BANDLA SURYANARAYANA,BANDLA SURYANARAYANA,Telangana,Warangal
ANALYTICAL MONTHLY REVIEW,WBENG/2003/10858,2003-09-30,English,Monthly,SUBHAS AIKAT,SUBHAS AIKAT,West Bengal,Paschim Medinipur
ANAM TIMES,MPHIN/2016/67997,2016-07-29,Hindi,Monthly,SHOYEB KHAN,SHOYEB KHAN,Madhya Pradesh,Bhopal
ANAMIKA,56202,2011-04-05,Hindi,Weekly,SUBHAM TIWARI,SHUBHAM TIWARI,Rajasthan,Sikar
ANANAYUDH,53190,1994-04-22,Bengali,Fortnightly,SWAPAN ROY,SWAPAN ROY,West Bengal,Birbhum
ANAND ABTAK,GUJGUJ/2013/65634,2016-01-13,Gujarati,Weekly,PARESH MADANLAL DOSHI,PARESH MADANLAL DOSHI,Gujarat,Anand
ANAND BHARATI,MAHBIL/2023/84505,2023-05-29,"Marathi, Hindi",Weekly,PRASHANT NAGORAO CHAHANDE,PRASHANT NAGORAO CHAHANDE,Maharashtra,Nagpur
ANAND DEEP,MAHHIN/2009/32913,2010-07-16,HINDI,Monthly,SANTOSH MANAKCHAND BOTHARA,SANTOSH MANAKCHAND BOTHARA,Maharashtra,Ahilyanagar
ANAND DHARA,63842,1996-07-09,Hindi,Weekly,VIMAL KUMAR,VIMAL  KUMAR,Uttar Pradesh,Ghaziabad
ANAND JAGAT,MPHIN/2021/81994,2022-09-05,Hindi,Quarterly,ANAND YADAV,ANAND YADAV,Madhya Pradesh,Bhopal
ANAND KALYAN,GUJGUJ/2022/85961,2023-12-21,Gujarati,Quarterly,NAIMISH BHARATKUMAR SHAH,ANANDJI KALYANJI TRUST,Gujarat,Ahmedabad
ANAND KI ALOK MAHIMA,MAHHIN/2013/59987,2015-02-03,Hindi,Monthly,MUNOT ANITA VIJAY,MUNOT ANITA VIJAY,Maharashtra,Pune
ANAND LOKHANDE VRUTTA,MAHENG/2014/64254,2015-10-12,English,Weekly,ANAND MARUTI LOKHANDE,ANAND MARUTI LOKHANDE,Maharashtra,Solapur
ANAND MANGAL,MAHMAR/2014/55217,2014-04-04,Marathi,Daily,SWATI DASHRATH RAJBHAR,SWATI DASHRATH FAJBHAR,Maharashtra,Thane
ANAND MARG,HARHIN/2022/85938,2024-08-12,HINDI,Bimonthly (Once in two months),ANAND PRAKASH,ANAND PRAKASH,Haryana,Bhiwani
ANAND MIRROR,GUJGUJ/2022/84948,2023-06-12,Gujarati,Fortnightly,MOHAMMAD SAJUDDIN MALEK,MOHAMMAD SAJUDDIN MALEK,Gujarat,Anand
ANAND NAGARI,MAHMAR/2012/44780,2012-08-23,Marathi,Daily,RAVINDRA MISHRILAL BANGAD,ANAND NAGARI PRAKASHAN PVT. LTD.,Maharashtra,Chhatrapati Sambhaji Nagar
ANAND NAGARI,MAHMAR/2008/26800,2011-10-07,Marathi,Daily,RAVINDRA MISHRILAL BANGAD,ANAND NAGARI PRAKASHAN PVT. LTD.,Maharashtra,Jalna
ANAND PUSHP,15541,1967-12-11,Hindi,Monthly,ARVIND MITTAL,ARVIND MITTAL,Punjab,Bathinda
ANAND SAMIKSHA,UAHIN/25/A0647,2025-05-29,Hindi,Weekly,DEEPIKA ANAND,DEEPIKA ANAND,Uttarakhand,Dehradun
ANAND SANDESH,13072,1980-10-10,Hindi,Monthly,Dhyan Amar Anand,PARAMHANS ADVAIT MAT PUBLICATIONS SOCIETY,Madhya Pradesh,Guna
ANAND SANDESH,13124,1980-10-10,Sindhi,Monthly,MAHATMA SUKH SAGAR ANAND,PARAMHANS ADVAIT MAT PUBLICATION SOCIETY,Madhya Pradesh,Guna
ANAND SANDESH,MPENG/25/A3976,2025-11-18,English,Monthly,Dhyan Amar Anand,Shri Paramhans Advait Mat Publication Society,Madhya Pradesh,Ashoknagar
ANAND SANGHARSH,MAHMAR/2015/68493,2016-09-02,Marathi,Weekly,SUMATI SUHAS VYAHALKAR,SUMATI SUHAS VYAHALKAR,Maharashtra,Nanded
ANAND SANSAR,MPHIN/2023/87411,2024-06-14,HINDI,Monthly,RACHANA MISHRA,RACHANA MISHRA,Madhya Pradesh,Bhopal
ANAND SEVASADAN,GJGUJ/25/A0498,2025-05-27,Gujarati,Fortnightly,SNEHALBEN BALDEVSINH BODANA,SNEHALBEN BALDEVSINH BODANA,Gujarat,Anand
ANAND STROT,DELBIL/2006/16890,2006-07-18,"English, HINDI",Weekly,PUSHPA SHARMA,PUSHPA SHARMA,Delhi,New Delhi
ANAND STROT,DELBIL/2015/66806,2016-05-05,"English, HINDI",Daily,PUSHPA SHARMA,PUSHPA SHARMA,Delhi,New Delhi
ANAND TAGORE PUBLICATIONS,APTEL/2004/13597,2004-11-05,Telugu,Daily,V.S.ANAND,V.S.ANAND,Andhra Pradesh,Visakhapatnam
ANAND TIMES,46150,1987-04-20,Hindi,Daily,VANDANA SINGH,VIRENDER SINGH ANAND,Uttar Pradesh,Bareilly
ANAND TIMES,UPHIN/2011/36773,2014-01-15,Hindi,Daily,AKASH ANAND,VIRENDER SINGH ANAND,Uttar Pradesh,Jyotiba Phule Nagar
ANAND TODAY,GUJGUJ/2015/61887,2015-05-11,Gujarati,Weekly,JAGDISHBHAI NATUBHAI BHOI,JAGDISHBHAI NATUBHAI BHOI,Gujarat,Anand
ANAND UJALA,MAHHIN/2022/82216,2022-09-26,Hindi,Daily,ANAND KASHINATH INGLE,ANAND KASHINATH INGLE,Maharashtra,Amravati
ANAND UJALA,GUJGUJ/2020/81506,2022-08-26,Gujarati,Bimonthly (Once in two months),KANAIYALAL KARMASHIBHAI ACHARYA,KANAIYALAL KARAMASHIBHAI ACHARYA,Gujarat,Banaskantha
ANAND VAIBHAV,MAHMAR/2012/41597,2012-04-18,Marathi,Weekly,MADHUKAR TUKARAM AYARE,MADHUKAR T. AYARE,Maharashtra,Thane
ANAND VEDH,MAHMAR/2010/32782,2010-06-29,Marathi,Quarterly,VILAS DHONDU MORE,VILAS DHONDU MORE,Maharashtra,Thane
ANAND WORLD,MPHIN/2021/85891,2023-12-21,Hindi,Monthly,ANAND DIGWANI,ANAND DIGWANI,Madhya Pradesh,Indore
ANANDA BAHAR,WBBEN/2012/46602,2014-02-17,Bengali,Fortnightly,KRISHNENDU DUTTA,KRISHNENDU DUTTA,West Bengal,North 24 Parganas
ANANDA BHASKAR,TNMUL/25/A1387,2025-06-24,"Tamil, English, Hindi, Telugu",Daily,RS Roshine,RS Roshine,Tamil Nadu,Chennai
ANANDA BHOOMI,APBIL/2012/42463,2012-05-25,"English, Telugu",Monthly,S. CHANDRA SEKHAR,S. CHANDRA SEKHAR,Andhra Pradesh,Guntur
ANANDA DEEBAM,TNTAM/26/A6486,2026-08-10,Tamil,Weekly,Prakash S,Prakash S,Tamil Nadu,Coimbatore
ANANDA DIN,WBBEN/2015/63523,2015-07-31,Bengali,Monthly,MOHUA MODAK,MOHUA MODAK,West Bengal,North 24 Parganas
ANANDA JEEVAN,TNTAM/2014/61057,2015-04-01,Tamil,Monthly,N. SIVAKUMAR,N. SIVAKUMAR,Tamil Nadu,Chennai
ANANDA JEEVITAM,APTEL/2015/70188,2017-01-27,Telugu,Monthly,SHAIK MUJAHEED SULTAN,SHAIK MUJAHEED SULTAN,Andhra Pradesh,Sri Potti Sriramulu Nellore
ANANDA JYOTI,40750,1982-09-18,Bengali,Weekly,JYOTIRINDRA LAL GOSWAMI,JYOTIRINDRA LAL GOSWAMI,Assam,Karimganj
ANANDA REKHA,32847,1978-03-14,Hindi,Quarterly,ACHARYA GUNIINDRANANDA AVADHUTA,RENAISSANCE ARTISTS & WRITERS ASSOCIATION,Delhi,New Delhi
ANANDA SAGARA,KARKAN/2017/74398,2018-01-18,Kannada,Monthly,SHIVANNA,SHIVANNA,Karnataka,Bengaluru
ANANDA SINGH ACADEMY NAGAZINE,15955,1957-01-01,"English, Hindi, Manipuri",Annual,R K GOPAL SINGH,"ANANDA SINGH ACADEMY, IMPHAL",Manipur,Imphal East
ANANDA VIKATAN,1031,1928-03-16,Tamil,Weekly,T.S. SRINIVASAN ALLIAS S.S. VASAN,P.S ELANGO,Tamil Nadu,Chennai
ANANDA VIKATAN,1207,1957-03-04,Tamil,Weekly,Appas Ali M,ANANDA VIKATAN PUBLISHERS PRIVATE LIMITED,Tamil Nadu,Chennai
ANANDA YUGA,32850,1978-03-14,Hindi,Quarterly,ACHARYA GUNIINDRANANDA AVADHUTA,ANANDA MARGA PRACHARKA SANGHA,Delhi,New Delhi
ANANDABAZAR PATRIKA,2511,1957-03-04,Bengali,Daily,ZAHRA BASRAI,ABP PVT.LTD.,West Bengal,Kolkata
ANANDAKANAN,WBBIL/2019/79312,2021-01-27,"English, Bengali",Monthly,KALYANI SARKAR,AGNISWAR SARKAR,West Bengal,Purba Bardhaman
ANANDALOK,27039,2011-11-25,Bengali,Fortnightly,ZAHRA BASRAI,ABP PVT.LTD.,West Bengal,Kolkata
ANANDAMELA,27057,2011-11-25,Bengali,Fortnightly,ZAHRA BASRAI,ABP PVT.LTD.,West Bengal,Kolkata
ANANDAMRIT,MPHIN/2014/59542,2015-01-13,Hindi,Monthly,RITA TIWARI,RITA TIWARI,Madhya Pradesh,Bhopal
ANANDASAGAR PATRIKA,WBBEN/2023/87791,2024-07-08,BENGALI,Weekly,BUDDHADEV PAUL,BUDDHADEV PAUL,West Bengal,Purba Medinipur
ANANDHA RAGASIYAM,TNBIL/2017/74306,2017-12-29,"English, Tamil",Monthly,ARUL SARAVANAN N.,ARUL SARAVANAN N,Tamil Nadu,Chennai
ANANDI EXPRESS,MPHIN/2016/68053,2016-08-02,Hindi,Monthly,DR. SATYENDRA SINGH RAHIKHERA,SATYENDRA SINGH RAHIKHERA,Madhya Pradesh,Gwalior
ANANDI EXPRESS,MPHIN/2017/74135,,Hindi,Weekly,DR. SATYENDRA SINGH RAHIKHERA,SATYENDRA SINGH RAHIKHERA,Madhya Pradesh,Gwalior
ANANDI IMPACT,MPHIN/2023/88359,2024-08-02,HINDI,Monthly,RACHNA MISHRA,RACHNA MISHRA,Madhya Pradesh,Bhopal
ANANDI MAIL,UPHIN/2015/69685,2016-12-19,Hindi,Daily,SANJAY SAINI,SANJAY SAINI,Uttar Pradesh,Sitapur
ANANDI MAIL,UPHIN/2009/29300,2013-11-01,Hindi,Daily,SANJAY SAINI,SANJAY SAINI,Uttar Pradesh,Lucknow
ANANDI MAIL,UPHIN/2016/70479,2017-02-27,Hindi,Daily,SANJAY SAINI,SANJAY SAINI,Uttar Pradesh,Bara Banki
ANANDKUND SROT,UPHIN/25/A4830,2025-12-05,Hindi,Monthly,Pradeep Kumar Pathak,Pradeep Kumar Pathak,Uttar Pradesh,Lucknow
ANANDVAN TIMES,MAHMAR/2014/56287,2014-07-23,Marathi,Weekly,SUNITA PRAKASH JAGDALE,SUNITA PRAKASH JAGDALE,Maharashtra,Chhatrapati Sambhaji Nagar
ANANDYATRI,MAHMAR/2005/16464,2006-04-20,Marathi,Weekly,CHANDRAKANT SHIVDAS KUMBHAR,CHANDRAKANT SHIVDAS KUMBHAR,Maharashtra,Solapur
ANANDYUG,DELHIN/2011/45613,2012-10-08,Hindi,Daily,AZAD SINGH,A.Y. MEDIA & ENTERTAINMENT P. LTD.,Delhi,New Delhi
ANANG DOOT,48414,1988-12-08,Hindi,Fortnightly,SATYENDRA KUMAR UPADHYAY,SATYENDRA KUMAR UPADHYAY,Rajasthan,Kota
ANANNYA KARNATAKA,KNKAN/26/A2595,2026-04-15,Kannada,Daily,NARSING,NARSING,Karnataka,Bidar
ANANT AAKASH PRAKHAR,MPMUL/2009/42180,2012-05-15,"English, Urdu, Hindi",Monthly,ARUN MISHRA,ARUN MISHRA,Madhya Pradesh,Bhopal
ANANT ALOK,MPHIN/2014/55914,2014-06-13,Hindi,Monthly,RAJIV CHATURVEDI,RAJIV CHATURVEDI,Madhya Pradesh,Bhopal
ANANT ARJAN,MPHIN/2015/62449,2015-06-08,Hindi,Quarterly,ARTI KHATRI,ARTI KHATRI,Madhya Pradesh,Bhopal
ANANT AVIRAM,67788,1998-06-03,Hindi,Monthly,OM PRAKASH DEEP,OM PRAKASH DEEP,Madhya Pradesh,Vidisha
ANANT AWAZ,UTTHIN/2006/17047,2006-08-04,Hindi,Monthly,NISHEETH SAKALANI,NISHEETH SAKALANI,Uttarakhand,Dehradun
ANANT BANDHU,UPHIN/2016/67887,2016-07-19,Hindi,Monthly,SHRIKANT MISHRA,SHRIKANT MISHRA,Uttar Pradesh,Lucknow
ANANT CHETNA,MAHHIN/2023/87994,2024-07-25,HINDI,Weekly,SACHIN BHAIYALAL BOPCHE,CHETNA ATMARAM RAHANGDALE,Maharashtra,Gondia
ANANT CHINTAN,UPHIN/2014/67452,2016-06-10,Hindi,Weekly,GAURAV GARG,GAURAV GARG,Uttar Pradesh,Bulandshahr
ANANT DRISHTI,UTTHIN/2017/74637,2018-02-12,Hindi,Weekly,ASHOK KUMAR TRIPATHI,ASHOK KUMAR TRIPATHI,Uttarakhand,Nainital
ANANT DUNIYA,MPHIN/2010/36505,2011-03-29,Hindi,Daily,RUDRA PRATAP SINGH,RUDRA PRATAP SINGH,Madhya Pradesh,Bhopal
ANANT EXPRESS,UPHIN/2014/58526,2014-11-28,Hindi,Weekly,SACHIN KUMAR SRIVASTAVA,SACHIN KUMAR SRIVASTAVA,Uttar Pradesh,Lucknow
ANANT GHOSH,UPHIN/26/A5019,2026-06-11,Hindi,Daily,Ved Bhanu Arya,Ved Bhanu Arya,Uttar Pradesh,Budaun
ANANT GHOSH,60422,1994-08-11,Hindi,Weekly,VED BHANU ARYA,VED BHANU ARYA,Uttar Pradesh,Budaun
ANANT GYAAN,HPHIN/25/A0284,2025-05-20,Hindi,Daily,Dilip Dhaker,FOCUS HIMACHAL MEDIA PRIVATE LIMITED,Himachal Pradesh,Kangra
ANANT GYAAN,HPHIN/26/A1464,2026-02-26,Hindi,Daily,Dilip Dhaker,FOCUS HIMACHAL MEDIA PRIVATE LIMITED,Himachal Pradesh,Shimla
ANANT GYAAN,HPHIN/2023/91063,2025-07-16,Hindi,Weekly,DILIP DHAKER,FOCUS HIMACHAL MEDIA PRIVATE LIMITED,Himachal Pradesh,Kangra
ANANT INDIA NEWS POWER,DELHIN/2011/39165,2011-10-10,Hindi,Monthly,ASHUTOSH MISHRA,ASHUTOSH MISHRA,Delhi,New Delhi
ANANT JEET,DELHIN/2022/90742,2025-05-21,HINDI,Bimonthly (Once in two months),KAVINDER GUPTA,KAVINDER GUPTA,Delhi,New Delhi
ANANT JYOTI,UTTHIN/2010/32375,2010-05-19,Hindi,Weekly,TEENA,TEENA,Uttarakhand,Dehradun
ANANT KAAL,MPHIN/2022/85077,2023-06-21,Hindi,Quarterly,PAVAN,PAVAN,Madhya Pradesh,Bhopal
ANANT KHOJ,UPHIN/2022/84654,2023-05-30,Hindi,Weekly,SONY PATHAK,SONY PATHAK,Uttar Pradesh,Ballia
ANANT KIRTI,MPHIN/2018/75735,2018-07-25,Hindi,Weekly,MANOJ SONI,MANOJ SONI,Madhya Pradesh,Hoshangabad
ANANT KRANTI,UTTHIN/2008/26480,2008-12-10,Hindi,Monthly,USHA,USHA,Uttarakhand,Dehradun
ANANT KRIPA,UPHIN/2023/88248,2024-08-02,HINDI,Quarterly,SARITA,SARITA,Uttar Pradesh,Lucknow
ANANT LEKHANI,KARKAN/2013/52271,2013-09-30,Kannada,Fortnightly,ANANT SHREENIVASRAO KARKAL,ANANT SHREENIVASRAO KARKAL,Karnataka,Gadag
ANANT MORCHA,UPHIN/2022/83618,2023-03-21,Hindi,Daily,MAHIMA PANDEY,SHAILENDRA DIXIT,Uttar Pradesh,Lucknow
ANANT PAL EXPRESS,MAHMAR/2011/37278,2011-05-18,Marathi,Weekly,SWAMI SOMNATH VAIJNATH,SWAMI SOMNATH VAIJNATH,Maharashtra,Latur
ANANT PARIWAR,UPHIN/26/A4084,2026-05-22,Hindi,Monthly,AKILUN NISHA,AKILUN NISHA,Uttar Pradesh,Lucknow
ANANT PARIWAR,UPHIN/2014/55609,2014-05-14,Hindi,Daily,AKILUN NISHA,AKILUN NISHA,Uttar Pradesh,Lucknow
ANANT PATRA,UPHIN/2023/86588,2024-02-29,Hindi,Fortnightly,JAIRAM PANDEY,JAIRAM PANDEY,Uttar Pradesh,Varanasi
ANANT SAMACHAR,MAHMAR/2015/62545,2015-06-12,Marathi,Once In 19 Days,MILAN NAGORAO DHADSE,MILAN NAGORAO DHADSE,Maharashtra,Amravati
ANANT SAMBHAVNAYE,MPHIN/25/A3452,2025-10-27,Hindi,Monthly,lata kushwah,lata kushwah,Madhya Pradesh,Bhopal
ANANT SANCHAR,MPHIN/25/A3817,2025-11-10,Hindi,Monthly,Gopi Vansha Varti,Gopi Vansha Varti,Madhya Pradesh,Bhopal
ANANT SATTA,UPHIN/2012/46590,2012-11-26,Hindi,Weekly,URMILA SINGH,URMILA SINGH,Uttar Pradesh,Basti
ANANT SATYA,UPHIN/2023/88804,2024-09-09,HINDI,Monthly,SHALINI,SHALINI,Uttar Pradesh,Lucknow
ANANT SHRISHTI,MPHIN/2016/68449,2016-08-27,Hindi,Monthly,ZAIBA TABASSUM,ZAIBA TABASSUM,Madhya Pradesh,Bhopal
ANANT SOCH,JHAHIN/2013/51058,2013-07-25,Hindi,Monthly,HARIHAR NATH TRIVEDI,HARIHAR NATH TRIVEDI,Jharkhand,Dhanbad
ANANT TIMES NEWS,UPHIN/2014/61791,2015-05-06,Hindi,Monthly,SHIV KRIPAL MISHRA,SHIV KRIPAL MISHRA,Uttar Pradesh,Lucknow
ANANT TIMES NEWS,UPHIN/2009/29953,2010-06-18,Hindi,Weekly,SHIV KRIPAL MISHRA,SHIV KRIPAL MISHRA,Uttar Pradesh,Lucknow
ANANT UJALA,UTTHIN/2010/34620,2010-12-07,Hindi,Weekly,RAJESH JUGLAN,RAJESH JUGALAN,Uttarakhand,Dehradun
ANANT VAANI,UPHIN/26/A3410,2026-05-11,Hindi,Monthly,Pushpendra Kumar Sharma,Pushpendra Kumar Sharma,Uttar Pradesh,Lucknow
ANANT VAKTA,DELHIN/2016/70900,2017-04-26,Hindi,Monthly,BABITA UPADHYAY,BABITA UPADHYAY,Delhi,New Delhi
ANANT VARTMAN,MPHIN/26/A3780,2026-05-15,Hindi,Quarterly,PREETI SHARMA,PREETI SHARMA,Madhya Pradesh,Bhopal
ANANT VICHAR,MAHMAR/2022/83591,2023-03-16,Marathi,Weekly,SACHIN HARI ADAPURE,SACHIN HARI ADAPURE,Maharashtra,Solapur
ANANT VICHAR TIMES,54392,2009-09-04,Hindi,Weekly,NAHID SABIR,MRS. NAHID SABIR,Uttar Pradesh,Lucknow
ANANT WARTA,MAHMAR/2015/60388,2015-02-20,Marathi,Weekly,ANANT SHAMRAO WAGHMARE,ANANT SHAMRAO WAGHMARE,Maharashtra,Chhatrapati Sambhaji Nagar
ANANTA AKSHAYA,APTEL/25/A4739,2025-12-04,Telugu,Daily,GADAM SETTY ANAND KUMAR,GADAM SETTY ANAND KUMAR,Andhra Pradesh,Anantapur
ANANTA BULLETIN,APTEL/2019/79065,2020-11-11,Telugu,Daily,GOGULA VENKATESH,GOGULA VENKATESH,Andhra Pradesh,Anantapur
ANANTA KADALIKA,APTEL/2006/17534,2006-10-30,Telugu,Fortnightly,P. RAMAKRISHNA,P. RAMAKRISHNA,Andhra Pradesh,Anantapur
ANANTA MAYUKH,GJBIL/26/A2475,2026-04-13,"English, Gujarati",Monthly,MAHESHWARI KISHORE RAMJIBHAI,MAHESHWARI KISHORE RAMJIBHAI,Gujarat,Kutch
ANANTA NIRJHARA,ODIODI/2009/28930,2009-09-16,Oriya,Quarterly,SAROJINI MISHRA,SAROJINI MISHRA,Odisha,Cuttack
ANANTA PATHER SANDHAM,WBBEN/1999/0740,1999-11-03,Bengali,Monthly,IMAMUL HAQUE,BURDWAN NIKHIL BANGA,West Bengal,West Bengal
